DayOfYear,DepTime,CRSDepTime,ArrTime,CRSArrTime,Unnamed: 0,DayOfWeek,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
57,966,943,1042,1018,4359,2,FL,186,N279AT,136.0,135.0,117.0,24.0,23,ATL,DFW,732,6.0,13.0,0,N,0
119,852,795,985,919,4360,1,EV,4174,N820AS,133.0,124.0,113.0,66.0,57,MDT,ATL,619,9.0,11.0,0,N,0
95,1295,1255,28,1430,4361,5,MQ,3971,N824AE,173.0,175.0,145.0,38.0,40,MIA,CVG,948,7.0,21.0,0,N,0
239,925,887,1026,982,4362,2,FL,405,N951AT,101.0,95.0,78.0,44.0,38,IND,ATL,432,11.0,12.0,0,N,0
199,1087,1080,1126,1125,4363,4,AA,539,N232AA,159.0,165.0,136.0,1.0,7,DFW,LAS,1055,8.0,15.0,0,N,0
291,856,815,938,894,4364,5,FL,161,N925AT,82.0,79.0,61.0,44.0,41,ATL,TPA,406,6.0,15.0,0,N,0
281,1257,1210,1427,1374,4365,2,UA,1161,N831UA,230.0,224.0,203.0,53.0,47,ORD,BOI,1437,5.0,22.0,0,N,0
64,1147,1125,1413,1391,4366,2,DL,730,N939DL,206.0,206.0,173.0,22.0,22,ATL,SJU,1547,5.0,28.0,0,N,0
199,1148,1130,1331,1315,4367,4,9E,5775,84959E,123.0,125.0,100.0,16.0,18,MEM,RIC,726,4.0,19.0,0,N,0
154,896,886,1023,1018,4368,1,OO,6044,N768SK,127.0,132.0,101.0,5.0,10,ORD,OKC,693,7.0,19.0,0,N,0
112,731,605,810,680,4369,1,MQ,3726,N518AE,79.0,75.0,56.0,130.0,126,LIT,DFW,304,13.0,10.0,0,N,0
65,1186,1160,1247,1225,4370,3,MQ,3428,N809AE,61.0,65.0,47.0,22.0,26,MAF,DFW,309,6.0,8.0,0,N,0
155,1100,1058,1255,1212,4371,2,OH,5456,N669CA,95.0,94.0,78.0,43.0,42,MCI,CVG,539,7.0,10.0,0,N,0
140,716,710,893,900,4372,1,WN,2594,N410WN,117.0,130.0,102.0,-7.0,6,MDW,MHT,838,4.0,11.0,0,N,0
265,716,690,876,845,4373,7,WN,320,N448WN,100.0,95.0,85.0,31.0,26,ABQ,DAL,580,5.0,10.0,0,N,0
326,575,531,604,574,4374,5,NW,1739,N782NC,89.0,103.0,68.0,30.0,44,DTW,BNA,457,6.0,15.0,0,N,0
80,1189,1140,1326,1270,4375,4,WN,330,N384SW,197.0,190.0,185.0,56.0,49,STL,SLC,1156,2.0,10.0,0,N,0
221,1164,1120,1341,1290,4376,5,WN,2904,N289CT,177.0,170.0,122.0,51.0,44,PHL,MCO,861,6.0,49.0,0,N,0
90,933,850,1030,960,4377,7,AA,2487,N219AA,157.0,170.0,143.0,70.0,83,BOS,ORD,867,4.0,10.0,0,N,0
363,1185,1170,1266,1266,4378,7,US,1887,N700UW,81.0,96.0,62.0,0.0,15,BOS,PHL,280,3.0,16.0,0,N,0
109,1046,1035,1291,1279,4379,5,XE,2914,N18101,185.0,184.0,148.0,12.0,11,MCI,EWR,1092,10.0,27.0,0,N,0
314,733,700,1084,1047,4380,7,B6,126,N649JB,231.0,227.0,201.0,37.0,33,DEN,JFK,1626,11.0,19.0,0,N,0
43,1440,1026,286,1154,4381,2,FL,333,N910AT,286.0,128.0,108.0,572.0,414,PHL,ATL,665,6.0,172.0,0,N,0
141,801,680,873,733,4382,2,US,944,N950UW,72.0,53.0,35.0,140.0,121,RDU,CLT,130,26.0,11.0,0,N,0
41,1440,1305,108,1422,4383,7,B6,1109,N192JB,108.0,117.0,104.0,126.0,135,JFK,RDU,426,4.0,0.0,0,N,0
180,766,742,824,813,4384,6,UA,1439,N479UA,118.0,131.0,104.0,11.0,24,DEN,ONT,819,4.0,10.0,0,N,0
337,828,794,935,898,4385,2,FL,92,N926AT,107.0,104.0,86.0,37.0,34,ATL,FLL,581,5.0,16.0,0,N,0
155,993,900,1167,1096,4386,2,UA,686,N539UA,114.0,136.0,97.0,71.0,93,ORD,LGA,733,4.0,13.0,0,N,0
87,899,800,993,895,4387,4,MQ,4484,N692AE,94.0,95.0,81.0,98.0,99,BNA,ORD,409,7.0,6.0,0,N,0
178,1215,1150,1289,1225,4388,4,XE,2028,N14902,74.0,75.0,50.0,64.0,65,IAH,BRO,308,5.0,19.0,0,N,0
60,533,511,697,656,4389,5,NW,1583,N776NC,164.0,145.0,129.0,41.0,22,JAX,DTW,814,11.0,24.0,0,N,0
199,963,936,973,956,4390,4,UA,379,N386UA,70.0,80.0,51.0,17.0,27,DTW,ORD,235,6.0,13.0,0,N,0
307,1089,1068,1186,1170,4391,7,YV,7076,N514MJ,97.0,102.0,78.0,16.0,21,BNA,ORD,409,6.0,13.0,0,N,0
137,728,690,880,835,4392,5,WN,457,N433LV,92.0,85.0,75.0,45.0,38,BNA,JAX,484,5.0,12.0,0,N,0
79,1210,1165,1279,1220,4393,3,MQ,4574,N704PG,129.0,115.0,108.0,59.0,45,DCA,BNA,562,7.0,14.0,0,N,0
2,1216,1135,1294,1220,4394,3,MQ,4684,N703MR,78.0,85.0,65.0,74.0,81,RDU,CMH,361,4.0,9.0,0,N,0
11,1061,1055,1219,1225,4395,5,WN,1671,N665WN,98.0,110.0,86.0,-6.0,6,LAX,ELP,714,4.0,8.0,0,N,0
131,468,445,569,555,4396,6,9E,5653,85609E,101.0,110.0,76.0,14.0,23,ICT,MSP,545,5.0,20.0,0,N,0
30,452,425,511,490,4397,3,WN,2002,N682SW,59.0,65.0,49.0,21.0,27,AUS,MAF,294,3.0,7.0,0,N,0
314,1193,1185,1241,1232,4398,7,OH,6464,N430CA,48.0,47.0,24.0,9.0,8,CVG,HTS,123,5.0,19.0,0,N,0
134,1180,1174,1257,1243,4399,2,DL,1173,N905DA,137.0,129.0,113.0,14.0,6,SLC,SEA,689,9.0,15.0,0,N,0
67,71,1439,486,404,4400,5,US,1764,N107US,235.0,225.0,210.0,82.0,72,LAS,ATL,1747,9.0,16.0,0,N,0
213,1333,985,1419,1087,4401,4,XE,2729,N14960,146.0,162.0,124.0,332.0,348,CLT,IAH,913,5.0,17.0,0,N,0
198,740,714,794,775,4402,3,9E,2869,83909E,54.0,61.0,29.0,19.0,26,DTW,DAY,166,6.0,19.0,0,N,0
362,1010,946,1146,1075,4403,6,B6,896,N646JB,196.0,189.0,166.0,71.0,64,SJU,MCO,1189,9.0,21.0,0,N,0
56,764,648,895,784,4404,1,OO,6760,N913SW,71.0,76.0,48.0,111.0,116,ORD,SDF,286,6.0,17.0,0,N,0
89,631,625,776,788,4405,6,US,720,N758US,145.0,163.0,129.0,-12.0,6,DCA,RSW,892,4.0,12.0,0,N,0
89,1281,1271,1438,1424,4406,6,CO,667,N14115,217.0,213.0,200.0,14.0,10,SEA,ANC,1449,4.0,13.0,0,N,0
78,897,885,986,997,4407,2,DL,1476,N657DL,89.0,112.0,75.0,-11.0,12,ATL,BWI,576,3.0,11.0,0,N,0
175,577,530,657,610,4408,1,AA,1397,N405AA,140.0,140.0,105.0,47.0,47,ATL,DFW,732,9.0,26.0,0,N,0
79,1301,1182,1390,1270,4409,3,DL,465,N967DL,89.0,88.0,65.0,120.0,119,ATL,MLB,443,5.0,19.0,0,N,0
238,1189,1140,1256,1210,4410,1,WN,1231,N498WN,67.0,70.0,52.0,46.0,49,LAX,OAK,337,6.0,9.0,0,N,0
128,1251,1149,1304,1208,4411,3,YV,7136,N593ML,53.0,59.0,40.0,96.0,102,GRB,ORD,174,5.0,8.0,0,N,0
237,1421,1280,1,1305,4412,7,EV,4759,N842AS,80.0,85.0,60.0,136.0,141,ATL,GPT,352,10.0,10.0,0,N,0
148,1004,990,1164,1151,4413,2,AS,514,N558AS,160.0,161.0,137.0,13.0,14,SEA,SNA,978,10.0,13.0,0,N,0
5,1031,1010,1152,1090,4414,6,WN,1600,N641SW,121.0,80.0,71.0,62.0,21,SAN,SJC,417,6.0,44.0,0,N,0
101,744,734,750,750,4415,4,OO,5835,N745SK,66.0,76.0,47.0,0.0,10,CVG,ORD,264,8.0,11.0,0,N,0
67,812,770,983,930,4416,5,AA,526,N3ATAA,111.0,100.0,87.0,53.0,42,MSY,MIA,674,11.0,13.0,0,N,0
192,956,871,1401,1339,4417,4,US,1750,N940UW,265.0,288.0,243.0,62.0,85,LAS,PHL,2176,4.0,18.0,0,N,0
97,1157,1100,1302,1244,4418,7,EV,4382,N917EV,85.0,84.0,49.0,58.0,57,MEM,ATL,332,22.0,14.0,0,N,0
239,684,672,800,797,4419,2,FL,339,N184AT,116.0,125.0,93.0,3.0,12,ATL,PHL,665,6.0,17.0,0,N,0
266,792,692,827,732,4420,1,OO,5872,N709BR,35.0,40.0,16.0,95.0,100,DEN,COS,72,8.0,11.0,0,N,0
332,406,395,587,589,4421,4,UA,524,N550UA,121.0,134.0,106.0,-2.0,11,ORD,BOS,867,5.0,10.0,0,N,0
85,814,805,940,920,4422,2,WN,300,N229WN,246.0,235.0,232.0,20.0,9,MDW,LAS,1521,6.0,8.0,0,N,0
195,725,710,948,925,4423,7,AA,1784,N530AA,163.0,155.0,131.0,23.0,15,SLC,DFW,988,21.0,11.0,0,N,0
196,941,919,1106,1099,4424,1,AA,1076,N246AA,105.0,120.0,93.0,7.0,22,STL,DCA,719,3.0,9.0,0,N,0
123,1136,1090,1316,1300,4425,5,UA,179,N584UA,360.0,390.0,342.0,16.0,46,BOS,SFO,2704,5.0,13.0,0,N,0
358,849,833,1271,1261,4426,2,DL,897,N6714Q,242.0,248.0,209.0,10.0,16,SNA,ATL,1919,16.0,17.0,0,N,0
69,930,880,1012,969,4427,7,XE,2415,N12934,82.0,89.0,67.0,43.0,50,IAH,MAF,429,3.0,12.0,0,N,0
87,752,720,914,894,4428,4,US,1563,N451UW,162.0,174.0,141.0,20.0,32,PHL,FLL,992,4.0,17.0,0,N,0
218,623,599,674,647,4429,2,OO,5881,N909SW,111.0,108.0,92.0,27.0,24,TYS,ORD,475,11.0,8.0,0,N,0
139,809,801,851,845,4430,7,OO,5764,N295SW,42.0,44.0,31.0,6.0,8,PDX,RDM,116,3.0,8.0,0,N,0
45,1151,1110,1213,1175,4431,4,WN,962,N353SW,62.0,65.0,38.0,38.0,41,LAS,LAX,236,12.0,12.0,0,N,0
109,820,780,936,880,4432,5,MQ,4133,N681AE,116.0,100.0,86.0,56.0,40,ORD,XNA,522,5.0,25.0,0,N,0
316,908,900,1028,1020,4433,2,MQ,4210,N682MQ,60.0,60.0,40.0,8.0,8,ORD,TVC,224,4.0,16.0,0,N,0
126,747,630,827,690,4434,1,XE,2002,N14947,80.0,60.0,57.0,137.0,117,LFT,IAH,201,15.0,8.0,0,N,0
230,1201,1156,1288,1256,4435,7,FL,89,N996AT,87.0,100.0,66.0,32.0,45,RDU,ATL,356,10.0,11.0,0,N,0
221,836,785,1048,965,4436,5,AA,1480,N066AA,212.0,180.0,170.0,83.0,51,SJU,MCO,1189,10.0,32.0,0,N,0
123,1037,1010,1076,1060,4437,5,WN,3073,N621SW,39.0,50.0,30.0,16.0,27,DAL,OKC,181,3.0,6.0,0,N,0
327,800,730,882,815,4438,6,WN,3792,N524SW,82.0,85.0,69.0,67.0,70,SMF,SAN,480,3.0,10.0,0,N,0
349,834,810,908,869,4439,7,OO,4709,N611SK,134.0,119.0,96.0,39.0,24,SLC,LAX,590,11.0,27.0,0,N,0
151,903,897,1323,1340,4440,5,FL,48,N291AT,240.0,263.0,224.0,-17.0,6,LAX,ATL,1946,8.0,8.0,0,N,0
139,1024,1005,1104,1090,4441,7,WN,1663,N359SW,80.0,85.0,70.0,14.0,19,SMF,PDX,479,2.0,8.0,0,N,0
297,908,902,1015,1011,4442,4,DL,1445,N906DL,107.0,109.0,85.0,4.0,6,PIT,ATL,526,11.0,11.0,0,N,0
19,1130,1120,1229,1235,4443,6,AA,1427,N5DVAA,99.0,115.0,84.0,-6.0,10,STL,DFW,551,5.0,10.0,0,N,0
160,743,729,803,793,4444,7,OO,5731,N235SW,60.0,64.0,48.0,10.0,14,SEA,GEG,224,3.0,9.0,0,N,0
256,940,930,1006,1005,4445,5,EV,4240,N636AS,66.0,75.0,44.0,1.0,10,ATL,CAE,191,2.0,20.0,0,N,0
173,519,505,633,604,4446,6,NW,939,N354NB,174.0,159.0,129.0,29.0,14,ATL,MSP,906,10.0,35.0,0,N,0
234,1295,1280,1357,1350,4447,4,WN,2041,N640SW,62.0,70.0,51.0,7.0,15,BWI,BDL,283,3.0,8.0,0,N,0
316,1037,1025,1085,1075,4448,2,WN,3432,N406WN,48.0,50.0,30.0,10.0,12,TPA,JAX,180,4.0,14.0,0,N,0
283,1082,1075,1143,1140,4449,4,WN,76,N520SW,61.0,65.0,43.0,3.0,7,BWI,RDU,255,6.0,12.0,0,N,0
50,1207,1189,1302,1289,4450,2,UA,761,N382UA,155.0,160.0,138.0,13.0,18,DEN,SFO,967,4.0,13.0,0,N,0
161,1312,1276,1432,1384,4451,1,EV,4845,N901EV,120.0,108.0,77.0,48.0,36,ATL,SBN,566,4.0,39.0,0,N,0
210,1143,1074,1239,1165,4452,1,EV,4265,N637AS,96.0,91.0,60.0,74.0,69,HHH,ATL,239,25.0,11.0,0,N,0
97,1196,1175,1307,1290,4453,7,WN,274,N768SW,231.0,235.0,214.0,17.0,21,MDW,LAS,1521,6.0,11.0,0,N,0
256,555,540,645,639,4454,5,OH,6271,N954CA,90.0,99.0,74.0,6.0,15,CVG,SAV,515,4.0,12.0,0,N,0
58,728,707,776,750,4455,3,OH,5007,N379CA,48.0,43.0,39.0,26.0,21,SDF,CVG,83,2.0,7.0,0,N,0
191,682,585,772,685,4456,3,YV,2692,N907FJ,90.0,100.0,62.0,87.0,97,CLT,MDT,413,7.0,21.0,0,N,0
257,466,460,961,946,4457,6,CO,1580,N26226,315.0,306.0,277.0,15.0,6,SEA,EWR,2401,13.0,25.0,0,N,0
230,1105,1088,1403,1409,4458,7,CO,1694,N27239,178.0,201.0,163.0,-6.0,17,LAX,IAH,1379,4.0,11.0,0,N,0
18,1160,1115,1359,1282,4459,5,YV,7445,N516LR,259.0,227.0,239.0,77.0,45,IAD,SAT,1362,6.0,14.0,0,N,0
351,898,740,1241,1092,4460,2,UA,750,N811UA,223.0,232.0,196.0,149.0,158,DEN,EWR,1605,10.0,17.0,0,N,0
48,1316,1290,4,1430,4461,7,WN,507,N360SW,128.0,140.0,112.0,14.0,26,LAS,PDX,762,3.0,13.0,0,N,0
207,971,959,1069,1082,4462,5,NW,543,N360NW,98.0,123.0,71.0,-13.0,12,LGA,DTW,501,5.0,22.0,0,N,0
351,1006,995,1110,1100,4463,2,AA,1507,N233AA,104.0,105.0,80.0,10.0,11,MEM,DFW,432,9.0,15.0,0,N,0
136,976,956,1028,1005,4464,4,HA,263,N479HA,52.0,49.0,39.0,23.0,20,ITO,HNL,216,4.0,9.0,0,N,0
358,1135,1100,1284,1225,4465,2,MQ,3722,N660MQ,149.0,125.0,120.0,59.0,35,DSM,DFW,624,7.0,22.0,0,N,0
162,236,1335,727,401,4466,2,UA,52,N415UA,311.0,326.0,292.0,326.0,341,SFO,EWR,2565,9.0,10.0,0,N,0
273,1100,1060,1157,1105,4467,1,YV,2671,N939LR,117.0,105.0,81.0,52.0,40,CLT,MEM,512,4.0,32.0,0,N,0
190,1232,1197,1284,1260,4468,2,YV,7225,N77195,52.0,63.0,38.0,24.0,35,ORF,IAD,157,5.0,9.0,0,N,0
150,894,880,994,985,4469,4,WN,3337,N371SW,100.0,105.0,82.0,9.0,14,PDX,OAK,543,5.0,13.0,0,N,0
207,1283,1130,58,1349,4470,5,XE,2732,N14950,155.0,159.0,134.0,149.0,153,IAH,CLT,913,4.0,17.0,0,N,0
258,1144,1130,1432,1417,4471,7,YV,7036,N511MJ,168.0,167.0,143.0,15.0,14,DEN,ATL,1199,4.0,21.0,0,N,0
223,471,440,696,665,4472,7,AA,2064,N5DNAA,165.0,165.0,145.0,31.0,31,DFW,MIA,1121,6.0,14.0,0,N,0
162,915,885,1001,980,4473,2,MQ,4314,N689EC,86.0,95.0,70.0,21.0,30,PIT,JFK,340,8.0,8.0,0,N,0
20,519,495,676,650,4474,7,AA,299,N7BAAA,337.0,335.0,300.0,26.0,24,MIA,LAX,2342,11.0,26.0,0,N,0
266,906,885,987,970,4475,1,FL,134,N979AT,141.0,145.0,118.0,17.0,21,ATL,SAT,874,4.0,19.0,0,N,0
316,1334,875,1391,959,4476,2,MQ,4750,N845MQ,57.0,84.0,44.0,432.0,459,DCA,JFK,213,5.0,8.0,0,N,0
41,485,430,703,650,4477,7,B6,110,N258JB,158.0,160.0,131.0,53.0,55,MSY,JFK,1182,8.0,19.0,0,N,0
218,702,695,838,840,4478,2,WN,69,N913WN,76.0,85.0,55.0,-2.0,7,LAS,SLC,368,5.0,16.0,0,N,0
251,1190,1165,8,1435,4479,7,WN,838,N624SW,138.0,150.0,129.0,13.0,25,PHX,OMA,1037,3.0,6.0,0,N,0
30,502,470,585,545,4480,3,WN,1261,N707SA,83.0,75.0,67.0,40.0,32,SNA,SJC,342,2.0,14.0,0,N,0
78,1213,1198,1416,1339,4481,2,NW,1063,N360NB,263.0,201.0,218.0,77.0,15,DTW,SAT,1215,11.0,34.0,0,N,0
91,1043,965,1121,1041,4482,1,UA,514,N569UA,78.0,76.0,49.0,80.0,78,DSM,ORD,299,6.0,23.0,0,N,0
187,670,655,779,775,4483,6,MQ,4245,N805AE,109.0,120.0,98.0,4.0,15,MIA,CLT,650,3.0,8.0,0,N,0
119,1221,1155,1309,1235,4484,1,AA,1865,N4WYAA,208.0,200.0,176.0,74.0,66,DFW,BUR,1231,10.0,22.0,0,N,0
122,807,775,1028,1012,4485,4,XE,501,N14203,161.0,177.0,144.0,16.0,32,SAT,RDU,1225,2.0,15.0,0,N,0
38,1097,1085,1264,1257,4486,4,YV,7410,N506MJ,107.0,112.0,91.0,7.0,12,ORD,CLT,599,3.0,13.0,0,N,0
212,996,790,1134,934,4487,3,EV,4440,N717EV,138.0,144.0,120.0,200.0,206,ATL,BTV,960,3.0,15.0,0,N,0
234,1180,1136,1297,1261,4488,4,YV,7131,N511MJ,177.0,185.0,154.0,36.0,44,IAD,OKC,1136,8.0,15.0,0,N,0
92,589,565,705,680,4489,2,US,1772,N769US,176.0,175.0,155.0,25.0,24,CLT,DFW,936,9.0,12.0,0,N,0
261,617,610,722,688,4490,3,9E,3796,88479E,105.0,78.0,63.0,34.0,7,IND,DTW,231,11.0,31.0,0,N,0
102,801,795,986,989,4491,5,CO,1083,N73275,245.0,254.0,228.0,-3.0,6,BOS,IAH,1597,5.0,12.0,0,N,0
362,593,570,742,703,4492,6,B6,1083,N203JB,149.0,133.0,100.0,39.0,23,JFK,CLT,541,3.0,46.0,0,N,0
341,812,785,841,830,4493,6,WN,2990,N736SA,89.0,105.0,76.0,11.0,27,OMA,DEN,472,5.0,8.0,0,N,0
351,1301,1170,1389,1248,4494,2,US,1888,N709UW,88.0,78.0,43.0,141.0,131,PHL,BOS,280,5.0,40.0,0,N,0
336,906,874,1041,1022,4495,1,CO,1051,N14250,135.0,148.0,113.0,19.0,32,MCO,CLE,895,7.0,15.0,0,N,0
79,1336,1245,1402,1305,4496,3,WN,3164,N612SW,66.0,60.0,53.0,97.0,91,BWI,RDU,255,4.0,9.0,0,N,0
300,1116,1095,1287,1280,4497,7,WN,1044,N521SW,171.0,185.0,153.0,7.0,21,FLL,BUF,1166,2.0,16.0,0,N,0
92,643,560,744,670,4498,2,MQ,4649,N739AE,101.0,110.0,80.0,74.0,83,EWR,RDU,416,5.0,16.0,0,N,0
217,559,455,794,695,4499,1,WN,3308,N497WN,175.0,180.0,157.0,99.0,104,SLC,MDW,1258,6.0,12.0,0,N,0
199,767,755,850,845,4500,4,MQ,4651,N723AE,83.0,90.0,66.0,5.0,12,EWR,RDU,416,6.0,11.0,0,N,0
199,1126,1080,1258,1185,4501,4,MQ,4735,N723AE,132.0,105.0,66.0,73.0,46,RDU,LGA,431,4.0,62.0,0,N,0
143,381,375,859,830,4502,4,UA,1618,N458UA,298.0,275.0,236.0,29.0,6,LAS,IAD,2066,9.0,53.0,0,N,0
57,830,790,976,940,4503,2,MQ,4057,N698CB,86.0,90.0,66.0,36.0,40,ORD,BUF,473,5.0,15.0,0,N,0
223,633,555,762,690,4504,7,AA,2332,N521AA,129.0,135.0,110.0,72.0,78,DFW,ORD,802,5.0,14.0,0,N,0
129,1130,990,1235,1084,4505,4,OH,5511,N695CA,105.0,94.0,45.0,151.0,140,BOS,JFK,187,21.0,39.0,0,N,0
205,1134,1100,1213,1175,4506,3,WN,174,N674AA,79.0,75.0,52.0,38.0,34,FLL,JAX,318,5.0,22.0,0,N,0
50,399,390,436,420,4507,2,MQ,4382,N516AE,97.0,90.0,56.0,16.0,9,CLE,ORD,316,15.0,26.0,0,N,0
361,1005,955,1018,972,4508,5,DL,1707,N998DL,73.0,77.0,48.0,46.0,50,ATL,PNS,272,5.0,20.0,0,N,0
141,774,735,931,896,4509,2,B6,48,N536JB,157.0,161.0,122.0,35.0,39,MCO,JFK,944,9.0,26.0,0,N,0
123,1154,995,1287,1130,4510,5,AA,1061,N480AA,193.0,195.0,174.0,157.0,159,DCA,DFW,1192,6.0,13.0,0,N,0
203,1153,1139,1362,1383,4511,1,XE,1256,N18102,149.0,184.0,133.0,-21.0,14,OMA,EWR,1133,6.0,10.0,0,N,0
68,1318,1165,1381,1235,4512,6,WN,3997,N253WN,63.0,70.0,43.0,146.0,153,LAS,LAX,236,7.0,13.0,0,N,0
177,1146,1095,1250,1220,4513,3,US,1178,N417US,104.0,125.0,83.0,30.0,51,CLT,EWR,529,11.0,10.0,0,N,0
183,993,978,1136,1124,4514,2,UA,518,N367UA,83.0,86.0,62.0,12.0,15,ORD,PIT,412,4.0,17.0,0,N,0
105,533,520,611,602,4515,1,XE,2350,N12946,78.0,82.0,56.0,9.0,13,PIT,EWR,319,5.0,17.0,0,N,0
90,679,660,753,745,4516,7,B6,1052,N184JB,74.0,85.0,60.0,8.0,19,PIT,JFK,340,4.0,10.0,0,N,0
108,670,475,902,710,4517,4,AA,655,N5DCAA,232.0,235.0,193.0,192.0,195,JFK,STT,1623,3.0,36.0,0,N,0
36,777,760,834,810,4518,2,MQ,4298,N613AE,57.0,50.0,37.0,24.0,17,ORD,PIA,130,3.0,17.0,0,N,0
154,572,560,681,680,4519,1,XE,2252,N18120,169.0,180.0,154.0,1.0,12,CLE,AUS,1174,5.0,10.0,0,N,0
90,1224,1190,1417,1395,4520,7,WN,1227,N389SW,133.0,145.0,117.0,22.0,34,OAK,DEN,957,6.0,10.0,0,N,0
118,1010,1000,1122,1125,4521,7,WN,3592,N706SW,292.0,305.0,276.0,-3.0,10,RDU,LAS,2027,4.0,12.0,0,N,0
196,757,725,830,805,4522,1,WN,2504,N266WN,73.0,80.0,60.0,25.0,32,LAX,PHX,370,7.0,6.0,0,N,0
162,975,910,1364,1259,4523,2,F9,516,N901FR,269.0,229.0,248.0,105.0,65,DEN,LGA,1619,5.0,16.0,0,N,0
79,1226,1195,1310,1280,4524,3,WN,1671,N623SW,84.0,85.0,65.0,30.0,31,HOU,MAF,441,6.0,13.0,0,N,0
202,729,676,1033,990,4525,7,CO,251,N18622,244.0,254.0,207.0,43.0,53,AUS,EWR,1504,12.0,25.0,0,N,0
55,807,795,885,870,4526,7,OH,5275,N451CA,78.0,75.0,46.0,15.0,12,CVG,DTW,229,5.0,27.0,0,N,0
359,504,480,643,630,4527,3,CO,1051,N16234,139.0,150.0,117.0,13.0,24,MCO,CLE,895,8.0,14.0,0,N,0
266,878,870,912,910,4528,1,AA,1685,N200AA,94.0,100.0,75.0,2.0,8,DFW,ELP,551,3.0,16.0,0,N,0
67,1136,1125,1232,1245,4529,5,XE,622,N26549,156.0,180.0,133.0,-13.0,11,JAX,MCI,956,5.0,18.0,0,N,0
28,818,780,1008,955,4530,1,UA,1464,N494UA,130.0,115.0,82.0,53.0,38,LAS,DEN,629,4.0,44.0,0,N,0
126,1028,1020,1110,1110,4531,1,MQ,4902,N844AE,82.0,90.0,65.0,0.0,8,PIT,LGA,335,6.0,11.0,0,N,0
132,924,905,1097,1090,4532,7,MQ,3599,N673AE,113.0,125.0,96.0,7.0,19,DFW,TYS,772,2.0,15.0,0,N,0
113,673,655,952,925,4533,2,AA,720,N429AA,219.0,210.0,194.0,27.0,18,DFW,LGA,1389,6.0,19.0,0,N,0
173,1209,1057,1333,1163,4534,6,UA,1261,N462UA,184.0,166.0,165.0,170.0,152,ORD,EGE,1007,5.0,14.0,0,N,0
120,1257,1235,1381,1349,4535,2,CO,1445,N70352,184.0,174.0,167.0,32.0,22,CLE,IAH,1091,6.0,11.0,0,N,0
75,765,735,1179,1155,4536,6,FL,614,N268AT,234.0,240.0,210.0,24.0,30,SAN,ATL,1891,9.0,15.0,0,N,0
350,1185,1155,1306,1290,4537,1,WN,719,N277WN,121.0,135.0,110.0,16.0,30,TPA,IAD,810,4.0,7.0,0,N,0
338,670,635,761,730,4538,3,MQ,4290,N672MQ,91.0,95.0,76.0,31.0,35,BNA,ORD,409,4.0,11.0,0,N,0
146,693,680,801,792,4539,7,XE,3092,N17138,108.0,112.0,89.0,9.0,13,IAH,MCI,643,4.0,15.0,0,N,0
2,733,725,855,850,4540,3,WN,1244,N265WN,122.0,125.0,108.0,5.0,8,BWI,JAX,663,4.0,10.0,0,N,0
17,640,565,745,676,4541,4,US,484,N650AW,225.0,231.0,197.0,69.0,75,CLT,DEN,1337,12.0,16.0,0,N,0
148,1067,1050,1190,1182,4542,2,CO,1876,N11612,183.0,192.0,161.0,8.0,17,PIT,IAH,1117,11.0,11.0,0,N,0
225,983,977,1062,1070,4543,2,DL,668,N918DE,79.0,93.0,51.0,-8.0,6,ATL,RDU,356,5.0,23.0,0,N,0
79,712,675,900,860,4544,3,CO,438,N14645,188.0,185.0,153.0,40.0,37,EWR,MIA,1086,6.0,29.0,0,N,0
20,1253,1235,1433,1430,4545,7,WN,367,N338SW,120.0,135.0,111.0,3.0,18,PHX,TUL,935,3.0,6.0,0,N,0
356,1045,960,1260,1074,4546,7,OH,6742,N548CA,215.0,114.0,104.0,186.0,85,RDU,JFK,426,17.0,94.0,0,N,0
42,778,760,953,920,4547,1,WN,1109,N295WN,115.0,100.0,93.0,33.0,18,OAK,SLC,588,6.0,16.0,0,N,0
195,1100,1090,1172,1165,4548,7,WN,2636,N474WN,72.0,75.0,56.0,7.0,10,BUR,SMF,358,4.0,12.0,0,N,0
287,930,915,1011,1010,4549,1,WN,187,N346SW,81.0,95.0,62.0,1.0,15,MHT,PHL,290,4.0,15.0,0,N,0
215,1049,1037,1124,1130,4550,6,OO,5728,N562SW,75.0,93.0,60.0,-6.0,12,SFO,CEC,304,2.0,13.0,0,N,0
75,689,510,843,659,4551,6,FL,341,N956AT,154.0,149.0,128.0,184.0,179,LGA,ATL,761,9.0,17.0,0,N,0
228,755,677,817,758,4552,5,UA,743,N928UA,122.0,141.0,108.0,59.0,78,DEN,GEG,836,4.0,10.0,0,N,0
319,1255,1245,1257,1253,4553,5,OH,6422,N641CA,62.0,68.0,46.0,4.0,10,CVG,BNA,230,3.0,13.0,0,N,0
321,600,583,653,634,4554,7,HA,382,N489HA,53.0,51.0,33.0,19.0,17,HNL,ITO,216,6.0,14.0,0,N,0
51,643,625,757,720,4555,3,OO,5572,N292SW,114.0,95.0,83.0,37.0,18,SFO,MFR,329,2.0,29.0,0,N,0
15,634,610,796,780,4556,2,XE,7743,N11176,102.0,110.0,85.0,16.0,24,PDX,SLC,630,7.0,10.0,0,N,0
